,proteins
21986,O12D3_HUMAN
21987,GH312_ARATH
21988,SPB10_HUMAN
21989,REL_HUMAN
21990,FGF6_MOUSE
21991,S26A4_RAT
21992,CAMK3_ARATH
21993,K1C9_HUMAN
21994,IL4RA_MOUSE
21995,DCNL4_HUMAN
21996,NPSR1_HUMAN
21997,DTPC_ECOLI
21998,NANOG_CHICK
21999,MLX_MOUSE
22000,DUS18_RAT
22001,ATL59_ARATH
22002,RAGP1_MOUSE
22003,SYUB_RAT
22004,BAF_MOUSE
22005,ACEA_YEAST
22006,DDX6_XENLA
22007,TLP6_ARATH
22008,WRKY4_ARATH
22009,OXLA_BOTAT
22010,WTF25_SCHPO
22011,GHR_RABIT
22012,RUSC1_MOUSE
22013,MAD16_ORYSJ
22014,HPT1_ARATH
22015,SHLB1_MOUSE
22016,TGFB2_PIG
22017,MOES_MOUSE
22018,IQCB1_HUMAN
22019,NAGPA_MOUSE
22020,GPMI_CAEEL
22021,GDF6_MOUSE
22022,ARPC2_MOUSE
22023,KIF2A_MOUSE
22024,BPI_RAT
22025,5FCL_ARATH
22026,SAU36_ARATH
22027,METI_ECOLI
22028,MALK_ECOLI
22029,IAA12_ARATH
22030,PUB13_ARATH
22031,TMCO1_CAEEL
22032,ADA1B_MOUSE
22033,PGAP3_HUMAN
22034,ILVBL_HUMAN
22035,LDB3_MOUSE
22036,LIMA1_MOUSE
22037,NRPE7_ARATH
22038,ADA12_HUMAN
22039,TYE7_CANAL
22040,CASC1_MOUSE
22041,DUS1_RAT
22042,PANX1_MOUSE
22043,SREC_HUMAN
22044,LIN7A_RAT
22045,SKP1_HUMAN
22046,P2C17_ARATH
22047,PCKG_MYCTU
22048,PEX6_RAT
22049,ABHD2_HUMAN
22050,5HT3B_MOUSE
22051,RS263_ARATH
22052,CSGB_ECOLI
22053,RUXE_YEAST
22054,GATL2_ARATH
22055,THO1_YEAST
22056,GSTA1_DICDI
22057,S2A4R_HUMAN
22058,DCE2_RAT
22059,E2AK2_RAT
22060,KC12_YEAST
22061,AIPL1_MOUSE
22062,RENI1_MOUSE
22063,CPNE2_MOUSE
22064,AL4A1_MOUSE
22065,A37C_DROME
22066,CSGA_SALEN
22067,DUS7_HUMAN
22068,FLDI_CLOSG
22069,XTH4_ARATH
22070,KCNJ5_HUMAN
22071,RM17_MOUSE
22072,FOPNL_HUMAN
22073,PLPP_RAT
22074,KEN_DROME
22075,KKCC1_HUMAN
22076,S26A3_MOUSE
22077,ISCA1_MOUSE
22078,NLTP3_WHEAT
22079,VAS1_RAT
22080,KLP68_DROME
22081,REP_PCV1C
22082,PROD_HUMAN
22083,TB22B_HUMAN
22084,MALX4_YEAST
22085,YQ63_SCHPO
22086,DHB8_MOUSE
22087,RGLG1_ARATH
22088,HXCDB_DANRE
22089,MKS3_MOUSE
22090,CRK_MOUSE
22091,TF2L1_HUMAN
22092,HM10_CAEEL
22093,PWP1_HUMAN
22094,UBF1_HUMAN
22095,CDO1_HUMAN
22096,PRP28_YEAST
22097,GRPR_RAT
22098,PEX5R_HUMAN
22099,IFT20_MOUSE
22100,KRP1_ARATH
22101,CAEA_MYCTU
22102,DDX4_XENLA
22103,ARF1_MOUSE
22104,RNH1_HUMAN
22105,DEG15_ARATH
22106,C93C1_SOYBN
22107,AATR2_SCHPO
22108,END3_EMENI
22109,PARC_PSEAE
22110,CADH7_HUMAN
22111,PAGR1_HUMAN
22112,MT1_NECLU
22113,CCNT1_HUMAN
22114,TCF15_MOUSE
22115,IME2_YEAST
22116,RPOL_BPT3
22117,NLGN2_MOUSE
22118,GRH1_ARATH
22119,CYSC_ECOLI
22120,PFL4_SCHPO
22121,CSN8_HUMAN
22122,SMG9_HUMAN
22123,BAALC_HUMAN
22124,FIG4_YEAST
22125,CLPX_BACSU
22126,ACT2_ARATH
22127,GRIK1_ARATH
22128,DXO1_KLULA
22129,PTR9_CAEEL
22130,SMR3A_HUMAN
22131,TAF9_DROME
22132,ALS_RAT
22133,DYL1_EMENI
22134,AL9A1_HUMAN
22135,SMAD5_MOUSE
22136,5HT1A_RAT
22137,DFG5_YEAST
22138,LYSC_CHICK
22139,RAP21_ARATH
22140,SIS2_YEAST
22141,R27AC_ARATH
22142,MYRS2_ARATH
22143,TYRO_ASPOR
22144,ATPD_RAT
22145,OR2K2_HUMAN
22146,MEN1_MOUSE
22147,IFT25_HUMAN
22148,NAGAB_HUMAN
22149,APEP1_ORYSJ
22150,ALMT9_ARATH
22151,SNX19_MOUSE
22152,MDH_MYCTU
22153,NFYC_HUMAN
22154,RSXD_ECOLI
22155,PGAP3_CRIGR
22156,M4K3_HUMAN
22157,RN135_HUMAN
22158,HHP4_ARATH
22159,SGK1_HUMAN
22160,RK192_ARATH
22161,RGF1A_HUMAN
22162,TP4A1_RAT
22163,GPA8_DICDI
22164,PPP6_DROME
22165,YNI8_SCHPO
22166,UBC12_DROME
22167,KIF3C_RAT
22168,GUAA_DICDI
22169,IL17_MOUSE
22170,SPB6_MOUSE
22171,ORN_DROME
22172,RBM25_HUMAN
22173,CITRX_ARATH
22174,I27RA_HUMAN
22175,NCF1_HUMAN
22176,PME32_ARATH
22177,RXFP1_RAT
22178,FRO1_ARATH
22179,AGRP_MOUSE
22180,C94B3_ARATH
22181,CP4F8_HUMAN
22182,VPS72_MOUSE
22183,CLCB_ARATH
22184,FXYD6_HUMAN
22185,HPH2_YEAST
22186,WDR18_HUMAN
22187,FUCO2_RAT
22188,RBS1A_ARATH
22189,YID3_SCHPO
22190,RL1B_SCHPO
22191,SMT3_YEAST
22192,KN14C_ARATH
22193,K2C4_MOUSE
22194,OR2H1_HUMAN
22195,DDX5_HUMAN
22196,RAD52_HUMAN
22197,SDC4_RAT
22198,RBM14_MOUSE
22199,FKB1A_RAT
22200,REM19_ARATH
22201,ALFC6_ARATH
22202,R15A5_ARATH
22203,CHSG_ASPFU
22204,HIS7_SCHPO
22205,GLO3_ARATH
22206,XCT_MOUSE
22207,ZN207_MOUSE
22208,IBP4_HUMAN
22209,ANM2_HUMAN
22210,NEK6_ARATH
22211,PSG3_HUMAN
22212,DYN3_MOUSE
22213,AP4A_CAEEL
22214,EDNRB_HUMAN
22215,FAC23_MYCTU
22216,SODC_BOVIN
22217,TPRA1_RAT
22218,RIFK_SCHPO
22219,RT36_HUMAN
22220,S38A2_HUMAN
22221,ADAM2_RAT
22222,DEGS_ECOLI
22223,S26A1_MOUSE
22224,RNPH_MYCTU
22225,WHIA_MYCTU
22226,MMP12_MOUSE
22227,YC79_SCHPO
22228,RT18C_MOUSE
22229,SFXN1_MOUSE
22230,LSM6_HUMAN
22231,RPAC1_YEAST
22232,TIM16_HUMAN
22233,PUB22_ARATH
22234,DIAC_RAT
22235,C719A_COPJA
22236,COX18_HUMAN
22237,PNOC_HUMAN
22238,SCN2B_HUMAN
22239,LGUL_MOUSE
22240,EBM_ARATH
22241,COQ3_HUMAN
22242,ZFS1_SCHPO
22243,RIR1_ARATH
22244,MANA_EMENI
22245,AAK1_PIG
22246,RS8B_YEAST
22247,GSTUF_ARATH
22248,DOPO_BOVIN
22249,TRI31_HUMAN
22250,PARG_RAT
22251,SCX1_TITST
22252,STRD1_CAEEL
22253,ERF18_ARATH
22254,ERF1Z_ARATH
22255,YCFS_ECOLI
22256,CHO2_SCHPO
22257,RT02_YEAST
22258,RPB8A_ARATH
22259,SERA1_ARATH
22260,ZFP90_MOUSE
22261,TRBID_DROME
22262,SEC20_RAT
22263,S26A4_HUMAN
22264,DEF1_DERVA
22265,K1KB3_MOUSE
22266,5HT2C_MOUSE
22267,TWST1_MOUSE
22268,CACP_RAT
22269,ACT3_DROME
22270,VPS4_CANAL
22271,HXC10_MOUSE
22272,NDHI_ORYNI
22273,APOC2_MOUSE
22274,PCH2_ORYSJ
22275,PGH2_RAT
22276,AAKB2_RAT
22277,CBPY_YEAST
22278,MP3K2_ARATH
22279,TM190_MOUSE
22280,ACUI_ECOLI
22281,PALD_HUMAN
22282,DER_MYCTU
22283,NPY6R_MOUSE
22284,RT17_SCHPO
22285,MK04_MOUSE
22286,RET2_RAT
22287,IPL1_YEAST
22288,SERC_ARATH
22289,NDUV3_MOUSE
22290,MCHR1_HUMAN
22291,HNRH2_HUMAN
22292,CP19C_ARATH
22293,MK09_HUMAN
22294,RS14_DROME
22295,BC11A_MOUSE
22296,RLP51_ARATH
22297,YBAI_SCHPO
22298,ZNF16_HUMAN
22299,ERG31_SCHPO
22300,PORED_HUMAN
22301,LHX6_HUMAN
22302,CD3E_MOUSE
22303,XRN2_MOUSE
22304,HNRPK_HUMAN
22305,MAZF9_MYCTU
22306,CC115_MOUSE
22307,CPT2_HUMAN
22308,SC61G_SCHPO
22309,SYF2_MOUSE
22310,CFMA_ASPFU
22311,RGS5_RAT
22312,BRAC_MOUSE
22313,TM11E_MOUSE
22314,RS20_HUMAN
22315,NAAT1_DROWI
22316,BRE_MOUSE
22317,ACSA_SCHPO
22318,GLD2_HUMAN
22319,TRI11_MOUSE
22320,RMI1_MOUSE
22321,BH094_ARATH
22322,MRK1_YEAST
22323,RFOX3_MOUSE
22324,CHX16_ARATH
22325,XYNA_GLOTR
22326,RHOF_HUMAN
22327,YIBL_ECOLI
22328,GAR1_HUMAN
22329,KTNA1_HUMAN
22330,AKT1_HUMAN
22331,ROA1_CAEEL
22332,FEN1_YEAST
22333,CYTA2_DICDI
22334,TYDP1_HUMAN
22335,NEC2_HHV2H
22336,TRBC1_HUMAN
22337,RL27_RAT
22338,YAP1_HUMAN
22339,RND2_HUMAN
22340,MSH4_MOUSE
22341,RHEB_DICDI
22342,NIFU2_ARATH
22343,DDIT4_DANRE
22344,RL1D1_HUMAN
22345,HIS5_SCHPO
22346,RRP46_YEAST
22347,RTN2_XENLA
22348,NT5C_HUMAN
22349,K2C6A_MOUSE
22350,MARCO_HUMAN
22351,ASIC5_RAT
22352,CC110_HUMAN
22353,ERF_HUMAN
22354,NOTO_XENLA
22355,CDN1C_MOUSE
22356,ZMAT3_MOUSE
22357,NIF3L_MOUSE
22358,R35A1_ARATH
22359,ZFYV1_HUMAN
22360,ACO11_HUMAN
22361,FUR_BACSU
22362,B2CL1_MOUSE
22363,AMELX_HUMAN
22364,TSN2_HUMAN
22365,BGL09_ARATH
22366,CDN2D_HUMAN
22367,PTGDS_HUMAN
22368,YE04_SCHPO
22369,PCAT1_MOUSE
22370,IP5P3_ARATH
22371,SCAR5_HUMAN
22372,RIB7_YEAST
22373,POLS2_HUMAN
22374,DDRGK_MOUSE
22375,HABP4_MOUSE
22376,MCLN2_HUMAN
22377,CUL5_MOUSE
22378,TIP1_SCHPO
22379,TFP11_HUMAN
22380,NUCL_HUMAN
22381,TSR4_YEAST
22382,TDH_PYRFU
22383,EUTB_ECOLI
22384,METK1_CAEEL
22385,PP2BA_HUMAN
22386,OFP4_ARATH
22387,PUR5_ECOLI
22388,WAG1_ARATH
22389,CYT3_ARATH
22390,ICP27_EBVB9
22391,RM45_MOUSE
22392,ORML3_MOUSE
22393,ECHM_RAT
22394,DCAF8_HUMAN
22395,P2RX1_MOUSE
22396,FKBP6_MOUSE
22397,GFI1B_HUMAN
22398,BRD2_MOUSE
22399,SYT5_RAT
22400,KUP_ECOLI
22401,PITX2_HUMAN
22402,DCMC_MOUSE
22403,IMA1_SCHPO
22404,SEC13_YEAST
22405,MELK_HUMAN
22406,RS28B_SCHPO
22407,SYPL1_MOUSE
22408,HA2S_MOUSE
22409,SF3B5_DROME
22410,THIOT_DROME
22411,SF3B6_DROME
22412,RBY1B_HUMAN
22413,CCL20_HUMAN
22414,TKFC_MOUSE
22415,PXDC2_HUMAN
22416,HAT1_ARATH
22417,SPRR3_HUMAN
22418,MXR2_YEAST
22419,PAPD5_HUMAN
22420,CBPY_SCHPO
22421,LY6D_MOUSE
22422,SOCS4_HUMAN
22423,PDE8B_HUMAN
22424,WNT5A_XENLA
22425,PGA1_CANAL
22426,CASK_BOVIN
22427,TICN3_MOUSE
22428,PSA7_YEAST
22429,KMT5B_DANRE
22430,IL13_PIG
22431,NB5R2_HUMAN
22432,CSK2E_ARATH
22433,GSMT_HALHR
22434,IF4E_RAT
22435,NRT23_ORYSJ
22436,LDHC_MOUSE
22437,Y5844_DICDI
22438,DLL1_RAT
22439,BGAT2_RAT
22440,PTPRA_RAT
22441,AMO1_SCHPO
22442,TRPC3_HUMAN
22443,GROA_HUMAN
22444,HXKA_YEAST
22445,HSP68_DROME
22446,GUP1_YEAST
22447,RBPS2_CHICK
22448,ABCF1_RAT
22449,ITPK2_ORYSJ
22450,CXL15_MOUSE
22451,CRUST_PANBO
22452,RAA1C_ARATH
22453,ASP22_YEAST
22454,RS3_HUMAN
22455,Y3IP1_ARATH
22456,UCRI_MAIZE
22457,AGAL_HUMAN
22458,PP216_ARATH
22459,NSF_MOUSE
22460,SC5A4_MOUSE
22461,S36A2_HUMAN
22462,LYL1_MOUSE
22463,VRK2_MOUSE
22464,WNT1_DANRE
22465,LFG3_HUMAN
22466,SRK2J_ARATH
22467,SMAD4_HUMAN
22468,PCID2_MOUSE
22469,CHM4A_HUMAN
22470,CSKP_DROME
22471,ACCO1_DICDI
22472,TRXM4_ARATH
22473,NDUS6_CAEEL
22474,JAL20_ARATH
22475,CRH11_CANAL
22476,SNO4_YEAST
22477,YPT11_YEAST
22478,EPHB1_MOUSE
22479,AHR_RAT
22480,GP139_MOUSE
22481,CAN9_HUMAN
22482,UD16_RAT
22483,DHH1_CANAL
22484,ARPC4_BOVIN
22485,TRIM5_CHLTN
22486,KIF19_MOUSE
22487,ZFP91_HUMAN
22488,SKP2B_ARATH
22489,IFNG_MOUSE
22490,CRH1_YEAST
22491,OR6P1_HUMAN
22492,ACL6A_HUMAN
22493,MTFP1_HUMAN
22494,CRZ1_CANAL
22495,EI3HB_DANRE
22496,RL312_ARATH
22497,NTRK2_RAT
22498,KRA43_HUMAN
22499,MEF2D_RAT
22500,ENO_MYCTU
22501,ETR2_ARATH
22502,FABPL_RAT
22503,ISK1_HUMAN
22504,CDK1B_XENLA
22505,XBP1_MOUSE
22506,URK_ECOLI
22507,DLG2_HUMAN
22508,WVD2_ARATH
22509,ALG5_MOUSE
22510,ACT1_DICDI
22511,RS23_RAT
22512,TTYH1_HUMAN
22513,JMJ14_ARATH
22514,RUXF_SCHPO
22515,NU5C_ORYSI
22516,MP701_ARATH
22517,RX3_DANRE
22518,GEOA_CASDE
22519,CHP3_HUMAN
22520,TOLIP_DANRE
22521,CDK2_MOUSE
22522,S23A2_HUMAN
22523,CER1_CHICK
22524,RER6_ARATH
22525,CD37_HUMAN
22526,SYT2_CAEEL
22527,FUT12_ARATH
22528,PAX6_DROME
22529,YKU5_SCHPO
22530,GHRHR_RAT
22531,BAS_BRUGY
22532,RL19_ECOLI
22533,RAB3D_RAT
22534,TCPH_PLAF7
22535,TET8_ARATH
22536,HGFA_MOUSE
22537,PPME1_SCHPO
22538,TIM44_MOUSE
22539,RS2_MYCTU
22540,OPTN_MOUSE
22541,AOC2_HUMAN
22542,IAA12_ORYSJ
22543,IL33_HUMAN
22544,OAZ1_MOUSE
22545,ABI1_RAT
22546,TAAR9_HUMAN
22547,ARP8_SCHPO
22548,FTRC_SYNY3
22549,CAD24_HUMAN
22550,CML18_ARATH
22551,SCFD1_RAT
22552,CENPX_HUMAN
22553,FH12_RICCO
22554,KAPS_YEAST
22555,RIR3_YEAST
22556,MSSP2_ARATH
22557,LMCD1_HUMAN
22558,DPY5_CAEEL
22559,C7018_ORYSJ
22560,CO9_HUMAN
22561,CNNM1_CAEEL
22562,SOX14_XENLA
22563,IRE1A_ARATH
22564,UNG_ECOLI
22565,SINA_DROME
22566,RL10A_SCHPO
22567,ACCR2_ARATH
22568,GFA1_YEAST
22569,COX11_HUMAN
22570,TM16A_ARATH
22571,PE2R4_HUMAN
22572,GLUC_PIG
22573,PRDX4_DICDI
22574,HM20A_MOUSE
22575,PLP3A_ARATH
22576,K2C3_HUMAN
22577,NUP58_DROME
22578,DHE3_DROME
22579,BOSS_DROME
22580,SYFB_HUMAN
22581,MADCA_HUMAN
22582,BOLA1_ARATH
22583,PGS2_MOUSE
22584,WNT8A_HUMAN
22585,VSP1_BOTMA
22586,ZN579_HUMAN
22587,ZDH11_HUMAN
22588,ZIC3_MOUSE
22589,BZIP8_ARATH
22590,RS13_RAT
22591,PLDH_RHILO
22592,BCA3_ARATH
22593,ATPG1_ARATH
22594,KIF12_HUMAN
22595,ERDL3_ARATH
22596,ARSA_HUMAN
22597,JIP1_HUMAN
22598,CNR1_MOUSE
22599,RELA_MYCTU
22600,TDH_ECOLI
22601,SYA_CANAL
22602,PNR_DROME
22603,GPR88_RAT
22604,YOUD_SCHPO
22605,NBL1_CHICK
22606,VACHT_HUMAN
22607,CLE42_ARATH
22608,RRN5_YEAST
22609,CBPB2_HUMAN
22610,SYH_SCHPO
22611,CP4CA_MOUSE
22612,PUM2_ARATH
22613,STAR1_ORYSJ
22614,LEG1B_DANRE
22615,YDIQ_ECOLI
22616,TGFR2_HUMAN
22617,SCOT_DICDI
22618,VIT2_DROME
22619,LIN41_HUMAN
22620,S6A19_MOUSE
22621,LIN28_DROME
22622,RPC4_HUMAN
22623,RAGE_MOUSE
22624,MAND2_CAUCR
22625,SNX18_HUMAN
22626,HOD_ARTNT
22627,GNRHR_RAT
22628,CDC50_YEAST
22629,COG6_HUMAN
22630,BKRB2_PIG
22631,ZYG11_CAEEL
22632,GRM7_MOUSE
22633,CTI6_SCHPO
22634,INHBB_RAT
22635,PPR91_ARATH
22636,YC9D_SCHPO
22637,APOM_MOUSE
22638,SPX3_ARATH
22639,KAT5_HUMAN
22640,DMX1A_DANRE
22641,KCNH2_CAVPO
22642,IFT56_MOUSE
22643,MCM7_SCHPO
22644,RRT12_YEAST
22645,VAP11_ARATH
22646,INCEA_XENLA
22647,GBRG1_RAT
22648,BLNK_MOUSE
22649,ST1E1_MOUSE
22650,FRDA_YEAST
22651,ROA3_RAT
22652,GPC1_MOUSE
22653,CGLA_PSEAS
22654,APQ12_SCHPO
22655,DGAT2_BOVIN
22656,NEUBH_LEGPH
22657,ABCF3_HUMAN
22658,NDA8B_ARATH
22659,GMPPA_HUMAN
22660,UGDH4_ARATH
22661,LIN7C_HUMAN
22662,MDM10_YEAST
22663,VM3B_BOTJA
22664,HPCA_RAT
22665,P3H2_MOUSE
22666,GPX2_YEAST
22667,HERP1_MOUSE
22668,SC11A_CANLF
22669,FAT3_CAEEL
22670,MAL_CANLF
22671,SOX4_MOUSE
22672,APOD_MOUSE
22673,E2AK1_SCHPO
22674,LMNA_HUMAN
22675,ICAM1_HUMAN
22676,MTRF_METTM
22677,4HPE2_OCHA4
22678,RR8_ORYSA
22679,RS3_MOUSE
22680,FABG_SALTY
22681,PITX3_DANRE
22682,LIGO1_HUMAN
22683,SCAM1_ORYSJ
22684,VRK3_HUMAN
22685,TPA_BOVIN
22686,KN14N_ARATH
22687,3BHS5_RAT
22688,CISY2_ARATH
22689,HAVR1_CHLAE
22690,EZRI_HUMAN
22691,TOM7_CAEEL
22692,PBX1_MOUSE
22693,TFAP4_HUMAN
22694,GRF4_ARATH
22695,UVRAG_MOUSE
22696,AXIN1_MOUSE
22697,CAPZA_CAEEL
22698,RBAK_HUMAN
22699,S13A2_HUMAN
22700,RR8_ORYSJ
22701,SC5A3_HUMAN
22702,MFNG_HUMAN
22703,STP2_ARATH
22704,STX3_MOUSE
22705,PABA_ECOLI
22706,EF1G1_YEAST
22707,LRK44_ARATH
22708,DPP6_RAT
22709,WNT6_HUMAN
22710,DDPS2_ARATH
22711,ZNT9_MOUSE
22712,WTF19_SCHPO
22713,TRI16_MOUSE
22714,WHY3_ARATH
22715,OR67C_DROME
22716,OR2T6_HUMAN
22717,RAB7A_RAT
22718,MAL_MOUSE
22719,PTLE_STRAW
22720,COX2_BOVIN
22721,HOG1_SCHPO
22722,EDN1_MOUSE
22723,MK04_HUMAN
22724,CH10_ARATH
22725,MMP14_HUMAN
22726,ATOH8_MOUSE
22727,RL24A_YEAST
22728,FEN1_SCHPO
22729,IGHG3_HUMAN
22730,YOM1_SCHPO
22731,DPH3_CAEEL
22732,YONI_SCHPO
22733,FXR1A_XENLA
22734,RFA1B_ORYSJ
22735,S29A2_HUMAN
22736,VIAAT_MOUSE
22737,AIF1_MOUSE
22738,ODO2_YEAST
22739,CDC20_RAT
22740,O5H14_HUMAN
22741,PXL1_YEAST
22742,ARGI1_SCHPO
22743,MPK13_ARATH
22744,CNN3_HUMAN
22745,KPYM_RAT
22746,RPPA_STRCO
22747,COA3_DROME
22748,SP30L_HUMAN
22749,RHM3_ARATH
22750,IMB_DROME
22751,RT19_ARATH
22752,GMH2_SCHPO
22753,CLPX_MOUSE
22754,AIRE_HUMAN
22755,DNSL3_RAT
22756,BPE_ARATH
22757,RL26L_HUMAN
22758,TLE1_MOUSE
22759,SYNC3_ARATH
22760,PEPA3_HUMAN
22761,SRRT_ARATH
22762,PITX_DROME
22763,ARREH_RHIME
22764,NR2F6_MOUSE
22765,RAE1B_MOUSE
22766,CRNS1_CHICK
22767,VPS28_RAT
22768,DPP4_EMENI
22769,XXT1_ARATH
22770,OPSB_CHICK
22771,FTSY_MYCTU
22772,DEAH2_ARATH
22773,MFGM_MOUSE
22774,RALR_ECOLI
22775,GPC6A_MOUSE
22776,FAIM3_MOUSE
22777,GLNB_ARATH
22778,YGH1_CAEEL
22779,PSAH1_ARATH
22780,COL19_CAEEL
22781,ARLMC_PYRAB
22782,SHOX2_HUMAN
22783,RPPA_STRC0
22784,WDR51_CAEEL
22785,CBLA_DICDI
22786,RM09_BOVIN
22787,I13R2_MOUSE
22788,CAT1_SCHPO
22789,PCO2_ARATH
22790,SOXA_PARPN
22791,AF9_YEAST
22792,ACOT6_MOUSE
22793,UMPS_HUMAN
22794,AMACR_HUMAN
22795,POLI_MOUSE
22796,AVL9_YEAST
22797,GBRR1_RAT
22798,VA726_ARATH
22799,PSA5_DROME
22800,CXAR_MOUSE
22801,CDN2B_MOUSE
22802,ZNF35_HUMAN
22803,ZYX_CAEEL
22804,CLK3_MOUSE
22805,PPT2_HUMAN
22806,MSBA_PSEAE
22807,HV146_HUMAN
22808,GBRAL_DROME
22809,NU98B_ARATH
22810,SSPN_HUMAN
22811,NAC76_ARATH
22812,EMC1_HUMAN
22813,OSTCN_RAT
22814,TH12_TRYBB
22815,DHRS4_RAT
22816,SRX_ARATH
22817,VPRE2_MOUSE
22818,AMT14_ARATH
22819,U74D1_ARATH
22820,RS17_DROME
22821,TA2R4_HUMAN
22822,PA1B3_RAT
22823,SUCA1_ARATH
22824,SK3_ORYSJ
22825,GDAP1_MOUSE
22826,WRKY8_ARATH
22827,YI06_SCHPO
22828,TCPE_ARATH
22829,PROB_MYCTU
22830,RAS1_CANAX
22831,RM37_BOVIN
22832,TRI38_HUMAN
22833,TOX3_HUMAN
22834,GBP6_HUMAN
22835,URODH_AGRFC
22836,G3PA_MAIZE
22837,KC1D_MOUSE
22838,CISY_DANRE
22839,ACADV_HUMAN
22840,MPP4_RAT
22841,SPAT7_HUMAN
22842,REPI1_HUMAN
22843,LOZEN_DROME
22844,MSI1H_MOUSE
22845,HAT2_YEAST
22846,CISH_MOUSE
22847,SEC14_SCHPO
22848,LRFN5_HUMAN
22849,PFKA3_ARATH
22850,COL1_ARATH
22851,SMAP1_ARATH
22852,PNISR_HUMAN
22853,EIF3I_MOUSE
22854,CDPK4_PLAF7
22855,YC8E_SCHPO
22856,MAD3_MOUSE
22857,PSB3B_ARATH
22858,BCDO1_CHICK
22859,FLIC_ECOLI
22860,RHG28_MOUSE
22861,WRK25_ARATH
22862,TFB5_SCHPO
22863,ZN185_HUMAN
22864,GRPE_CAEEL
22865,TF2AA_MOUSE
22866,SMT1_ARATH
22867,RL36A_DANRE
22868,KC1E_HUMAN
22869,KI2L1_HUMAN
22870,SCX4_TITOB
22871,RS42_ARATH
22872,XCR1_MOUSE
22873,STX6_RAT
22874,OPRD_MOUSE
22875,PLTP_MOUSE
22876,DPEH1_SCHPO
22877,TXND9_HUMAN
22878,DTBP1_RAT
22879,MURC_HUMAN
22880,SSR4_RAT
22881,CYTM1_HUMAN
22882,CRK10_ARATH
22883,ADA2C_MOUSE
22884,VDAC3_HUMAN
22885,TXD17_EPICO
22886,LPRF_MYCTU
22887,EAT1_ORYSJ
22888,ILVD_MYCTU
22889,THTPA_HUMAN
22890,ANGL8_MOUSE
22891,IKBL1_MOUSE
22892,BIOA_ECOLI
22893,NHX5_ARATH
22894,ADA2A_PIG
22895,PFD2_HUMAN
22896,PPK23_SCHPO
22897,FHIT_ARATH
22898,ABCB8_HUMAN
22899,ACNA_ECOLI
22900,XKR8_HUMAN
22901,NIFE_AZOVI
22902,TSSK2_MOUSE
22903,LHX1_CHICK
22904,MCMR_DROME
22905,FAXC_PSETE
22906,MPC1_ARATH
22907,XPO2_HUMAN
22908,RN152_MOUSE
22909,CP21A_RAT
22910,SYP_PLAF7
22911,NFS1_HUMAN
22912,IP3KC_HUMAN
22913,RK2_ORYSA
22914,RS5_HUMAN
22915,ADDA_HUMAN
22916,PA3B_RANPA
22917,KRT82_HUMAN
22918,MCM10_MOUSE
22919,RK2_ORYSJ
22920,VAPB_MOUSE
22921,DAD1_RAT
22922,NPT2A_MOUSE
22923,EFGM_YEAST
22924,IL24_HUMAN
22925,PEPT1_DROME
22926,CAP6_ADE05
22927,G3ST2_MOUSE
22928,ENA_DROME
22929,CAP6_ADE02
22930,WAP_MOUSE
22931,CPP1_ARATH
22932,CINV2_ARATH
22933,PAP5_ARATH
22934,DOC2A_RAT
22935,BNC1_HUMAN
22936,GOGC6_ARATH
22937,TSN31_HUMAN
22938,ARP2_MOUSE
22939,DCAF5_HUMAN
22940,YDDA_ECOLI
22941,SWT14_ORYSJ
22942,ETS2_HUMAN
22943,YHV5_SCHPO
22944,Y1985_MYCTU
22945,PPSP2_ARATH
22946,YAP1_CAEEL
22947,GLRX5_YEAST
22948,HS178_ARATH
22949,UBP8_YEAST
22950,GLE1_DANRE
22951,1B38_HUMAN
22952,LSM1_YEAST
22953,A16L2_MOUSE
22954,TMTC1_MOUSE
22955,MEST_HUMAN
22956,5HT2B_MOUSE
22957,HEY2_MOUSE
22958,PRP17_SCHPO
22959,PIM2_DANRE
22960,TSP3_MOUSE
22961,RSPO2_HUMAN
22962,PLDA1_ARATH
22963,AP180_RAT
22964,MZF1_HUMAN
22965,NFAM1_MOUSE
22966,GG2_ARATH
22967,PAIRB_HUMAN
22968,ADRB2_RAT
22969,PDE1B_CRIGR
22970,PLI2A_ARATH
22971,PP6R3_HUMAN
22972,MFSD8_MOUSE
22973,TMM47_HUMAN
22974,STIM1_HUMAN
22975,PT30_PINTA
22976,ARNT2_DANRE
22977,PLLP_HUMAN
22978,CDK5_MOUSE
22979,RFC4_CAEEL
22980,RN103_HUMAN
22981,NSP1_SCHPO
22982,IFT22_MOUSE
22983,F16P2_ARATH
22984,ANPRC_RAT
22985,RAC2_CAEEL
22986,HNRPU_MOUSE
22987,RU2A_ARATH
22988,FCERA_MOUSE
22989,TAF6_HUMAN
22990,TRI14_HUMAN
22991,DMC1_SCHPO
22992,M3K3_MOUSE
22993,SPS1_HUMAN
22994,TRPC4_RAT
22995,CARD9_RAT
22996,PLYA_EMENI
22997,FTSL_ECOLI
22998,ACP1_ARATH
22999,ANM3_RAT
23000,Z354C_MOUSE
23001,NUDT7_HUMAN
23002,DDAH1_HUMAN
23003,FMS1_YEAST
23004,TLR2_MOUSE
23005,EI2BG_HUMAN
23006,SODC_PAROL
23007,PNPT1_HUMAN
23008,S61A1_HUMAN
23009,S22A7_RAT
23010,IDNT_ECOLI
23011,D27_ARATH
23012,TIP23_MAIZE
